Rotacja;Wiek;LataNaObecnymStanowisku;PodróżeSłużbowe;ZadowolenieZPracy;ZaangażowanieWPracę;ZadowolenieZeŚrodowiska;MiesięcznyDochód;StanCywilny;Nadgodziny;GrupaWiekowa;GrupaDochodowa;GrupaLataNaObecnymStanowisku
Nie;36;7;Rzadkie podróże;3;1;Średnio zadowolony;2741;Rozwiedziony/Rozwiedziona;Nie;36-45;2001-4000;5-8
Nie;30;7;Rzadkie podróże;3;3;Średnio zadowolony;3491;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;5-8
Nie;44;11;Rzadkie podróże;4;3;Zadowolony;4541;Wolny/Wolna;Nie;36-45;4001-6000;9-12
Nie;20;1;Rzadkie podróże;4;4;Średnio zadowolony;2678;Wolny/Wolna;Nie;19-25;2001-4000;0-4
Nie;46;3;Rzadkie podróże;4;3;Zadowolony;7379;Rozwiedziony/Rozwiedziona;Nie;46-55;6001-8000;0-4
Nie;42;3;Brak podróży;1;4;Zadowolony;6272;Żonaty/Zamężna;Nie;36-45;6001-8000;0-4
Nie;60;7;Rzadkie podróże;4;4;Średnio zadowolony;5220;Rozwiedziony/Rozwiedziona;Tak;56-65;4001-6000;5-8
Nie;32;2;Częste podróże;2;2;Średnio zadowolony;2743;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;32;7;Częste podróże;3;3;Zadowolony;4998;Wolny/Wolna;Tak;26-35;4001-6000;5-8
Nie;36;7;Rzadkie podróże;1;1;Średnio zadowolony;10252;Rozwiedziony/Rozwiedziona;Tak;36-45;10000+;5-8
Nie;33;10;Rzadkie podróże;4;3;Niezadowolony;2781;Żonaty/Zamężna;Nie;26-35;2001-4000;9-12
Nie;40;1;Rzadkie podróże;2;2;Średnio zadowolony;6852;Rozwiedziony/Rozwiedziona;Nie;36-45;6001-8000;0-4
Nie;25;3;Rzadkie podróże;4;3;Średnio zadowolony;4950;Wolny/Wolna;Nie;19-25;4001-6000;0-4
Nie;30;9;Rzadkie podróże;2;3;Zadowolony;3579;Żonaty/Zamężna;Tak;26-35;2001-4000;9-12
Nie;42;0;Częste podróże;1;3;Niezadowolony;13191;Żonaty/Zamężna;Tak;36-45;10000+;0-4
Nie;35;2;Brak podróży;4;2;Średnio zadowolony;10377;Żonaty/Zamężna;Tak;26-35;10000+;0-4
Nie;27;7;Rzadkie podróże;1;3;Niezadowolony;2235;Żonaty/Zamężna;Tak;26-35;2001-4000;5-8
Nie;54;4;Częste podróże;3;3;Zadowolony;10502;Rozwiedziony/Rozwiedziona;Nie;46-55;10000+;0-4
Nie;44;5;Rzadkie podróże;4;4;Niezadowolony;2011;Żonaty/Zamężna;Nie;36-45;2001-4000;5-8
Tak;19;1;Brak podróży;2;2;Niezadowolony;1859;Wolny/Wolna;Tak;19-25;0-2000;0-4
Nie;29;2;Rzadkie podróże;4;3;Niezadowolony;3760;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Nie;54;9;Rzadkie podróże;4;3;Zadowolony;17779;Żonaty/Zamężna;Nie;46-55;10000+;9-12
Nie;31;5;Rzadkie podróże;1;3;Średnio zadowolony;6833;Żonaty/Zamężna;Tak;26-35;6001-8000;5-8
Nie;31;9;Rzadkie podróże;1;2;Średnio zadowolony;6812;Wolny/Wolna;Nie;26-35;6001-8000;9-12
Nie;59;1;Rzadkie podróże;4;2;Średnio zadowolony;5171;Wolny/Wolna;Nie;56-65;4001-6000;0-4
Nie;43;7;Rzadkie podróże;4;1;Średnio zadowolony;19740;Żonaty/Zamężna;Nie;36-45;10000+;5-8
Nie;49;0;Rzadkie podróże;3;2;Niezadowolony;18711;Żonaty/Zamężna;Nie;46-55;10000+;0-4
Nie;36;10;Częste podróże;2;3;Średnio zadowolony;3692;Żonaty/Zamężna;Nie;36-45;2001-4000;9-12
Nie;48;0;Rzadkie podróże;2;4;Zadowolony;2559;Wolny/Wolna;Nie;46-55;2001-4000;0-4
Nie;27;3;Rzadkie podróże;3;3;Niezadowolony;2517;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Nie;29;0;Rzadkie podróże;4;3;Średnio zadowolony;6623;Rozwiedziony/Rozwiedziona;Tak;26-35;6001-8000;0-4
Nie;48;0;Rzadkie podróże;4;2;Zadowolony;18265;Wolny/Wolna;Nie;46-55;10000+;0-4
Nie;29;7;Rzadkie podróże;4;2;Zadowolony;16124;Rozwiedziony/Rozwiedziona;Nie;26-35;10000+;5-8
Nie;34;0;Rzadkie podróże;3;4;Średnio zadowolony;2585;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;44;9;Rzadkie podróże;2;3;Średnio zadowolony;18213;Żonaty/Zamężna;Nie;36-45;10000+;9-12
Nie;33;8;Rzadkie podróże;3;4;Zadowolony;8380;Rozwiedziony/Rozwiedziona;Tak;26-35;8001-10000;5-8
Nie;19;0;Rzadkie podróże;4;4;Średnio zadowolony;2994;Wolny/Wolna;Tak;19-25;2001-4000;0-4
Nie;23;0;Rzadkie podróże;3;3;Zadowolony;1223;Żonaty/Zamężna;Nie;19-25;0-2000;0-4
Tak;25;0;Częste podróże;4;1;Średnio zadowolony;1118;Wolny/Wolna;Tak;19-25;0-2000;0-4
Nie;26;5;Rzadkie podróże;4;3;Średnio zadowolony;2875;Wolny/Wolna;Tak;26-35;2001-4000;5-8
Tak;45;10;Rzadkie podróże;2;1;Niezadowolony;18824;Wolny/Wolna;Tak;36-45;10000+;9-12
Nie;55;9;Brak podróży;2;2;Zadowolony;13577;Rozwiedziony/Rozwiedziona;Tak;46-55;10000+;9-12
Tak;21;2;Częste podróże;3;2;Niezadowolony;2625;Wolny/Wolna;Nie;19-25;2001-4000;0-4
Nie;46;4;Rzadkie podróże;2;2;Zadowolony;18789;Żonaty/Zamężna;Nie;46-55;10000+;0-4
Nie;34;2;Rzadkie podróże;1;3;Średnio zadowolony;4538;Wolny/Wolna;Tak;26-35;4001-6000;0-4
Nie;51;10;Częste podróże;2;3;Zadowolony;19847;Rozwiedziony/Rozwiedziona;Tak;46-55;10000+;9-12
Nie;59;7;Rzadkie podróże;4;3;Zadowolony;10512;Wolny/Wolna;Nie;56-65;10000+;5-8
Nie;34;8;Częste podróże;2;3;Średnio zadowolony;4444;Rozwiedziony/Rozwiedziona;Nie;26-35;4001-6000;5-8
Nie;28;2;Częste podróże;3;3;Zadowolony;2154;Wolny/Wolna;Tak;26-35;2001-4000;0-4
Nie;44;9;Rzadkie podróże;1;4;Średnio zadowolony;19190;Rozwiedziony/Rozwiedziona;Nie;36-45;10000+;9-12
Nie;34;9;Częste podróże;2;2;Średnio zadowolony;4490;Żonaty/Zamężna;Nie;26-35;4001-6000;9-12
Nie;35;2;Rzadkie podróże;3;3;Średnio zadowolony;3506;Żonaty/Zamężna;Tak;26-35;2001-4000;0-4
Nie;42;0;Rzadkie podróże;2;4;Średnio zadowolony;2372;Żonaty/Zamężna;Tak;36-45;2001-4000;0-4
Nie;43;7;Rzadkie podróże;4;2;Zadowolony;10231;Wolny/Wolna;Nie;36-45;10000+;5-8
Nie;36;14;Rzadkie podróże;2;3;Średnio zadowolony;5410;Wolny/Wolna;Tak;36-45;4001-6000;13-16
Tak;44;7;Rzadkie podróże;4;3;Niezadowolony;7978;Żonaty/Zamężna;Nie;36-45;6001-8000;5-8
Nie;28;2;Częste podróże;4;2;Zadowolony;3867;Żonaty/Zamężna;Tak;26-35;2001-4000;0-4
Nie;51;0;Częste podróże;3;2;Średnio zadowolony;2838;Wolny/Wolna;Nie;46-55;2001-4000;0-4
Nie;30;4;Brak podróży;3;3;Średnio zadowolony;4695;Wolny/Wolna;Tak;26-35;4001-6000;0-4
Tak;29;7;Rzadkie podróże;3;3;Średnio zadowolony;3339;Rozwiedziony/Rozwiedziona;Tak;26-35;2001-4000;5-8
Nie;28;2;Rzadkie podróże;1;3;Zadowolony;2080;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Nie;25;2;Rzadkie podróże;2;3;Zadowolony;2096;Wolny/Wolna;Nie;19-25;2001-4000;0-4
Nie;32;7;Rzadkie podróże;4;4;Średnio zadowolony;6209;Żonaty/Zamężna;Nie;26-35;6001-8000;5-8
Nie;45;0;Częste podróże;2;3;Średnio zadowolony;18061;Wolny/Wolna;Nie;36-45;10000+;0-4
Nie;39;9;Rzadkie podróże;2;2;Średnio zadowolony;17123;Rozwiedziony/Rozwiedziona;Tak;36-45;10000+;9-12
Nie;58;2;Rzadkie podróże;3;3;Niezadowolony;2372;Rozwiedziony/Rozwiedziona;Nie;56-65;2001-4000;0-4
Tak;32;4;Rzadkie podróże;3;3;Zadowolony;4883;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Tak;39;2;Rzadkie podróże;1;3;Średnio zadowolony;3904;Wolny/Wolna;Nie;36-45;2001-4000;0-4
Nie;30;2;Rzadkie podróże;4;2;Niezadowolony;4627;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Nie;36;7;Rzadkie podróże;3;3;Zadowolony;7094;Żonaty/Zamężna;Nie;36-45;6001-8000;5-8
Nie;46;6;Rzadkie podróże;1;3;Zadowolony;3423;Wolny/Wolna;Nie;46-55;2001-4000;5-8
Nie;28;8;Brak podróży;4;1;Średnio zadowolony;6674;Żonaty/Zamężna;Nie;26-35;6001-8000;5-8
Nie;50;2;Rzadkie podróże;1;3;Zadowolony;16880;Żonaty/Zamężna;Tak;46-55;10000+;0-4
Tak;40;4;Rzadkie podróże;2;2;Zadowolony;9094;Wolny/Wolna;Tak;36-45;8001-10000;0-4
Tak;52;7;Rzadkie podróże;2;3;Średnio zadowolony;8446;Wolny/Wolna;Tak;46-55;8001-10000;5-8
Nie;30;1;Rzadkie podróże;1;3;Średnio zadowolony;11916;Żonaty/Zamężna;Tak;26-35;10000+;0-4
Nie;39;7;Rzadkie podróże;3;3;Niezadowolony;4534;Wolny/Wolna;Nie;36-45;4001-6000;5-8
Nie;31;8;Brak podróży;3;3;Zadowolony;9852;Rozwiedziony/Rozwiedziona;Tak;26-35;8001-10000;5-8
Nie;41;2;Brak podróży;2;1;Średnio zadowolony;6151;Wolny/Wolna;Nie;36-45;6001-8000;0-4
Tak;31;2;Częste podróże;2;3;Zadowolony;2302;Wolny/Wolna;Tak;26-35;2001-4000;0-4
Tak;44;2;Rzadkie podróże;1;3;Niezadowolony;2362;Żonaty/Zamężna;Nie;36-45;2001-4000;0-4
Nie;42;8;Brak podróży;3;3;Średnio zadowolony;17861;Żonaty/Zamężna;Tak;36-45;10000+;5-8
Nie;55;9;Rzadkie podróże;3;1;Zadowolony;19187;Żonaty/Zamężna;Nie;46-55;10000+;9-12
Nie;56;3;Rzadkie podróże;2;3;Zadowolony;19717;Wolny/Wolna;Nie;56-65;10000+;0-4
Nie;40;2;Brak podróży;3;3;Średnio zadowolony;3544;Rozwiedziony/Rozwiedziona;Nie;36-45;2001-4000;0-4
Nie;34;7;Rzadkie podróże;4;3;Zadowolony;8500;Rozwiedziony/Rozwiedziona;Nie;26-35;8001-10000;5-8
Nie;40;8;Rzadkie podróże;4;3;Średnio zadowolony;4661;Wolny/Wolna;Nie;36-45;4001-6000;5-8
Nie;41;3;Częste podróże;1;3;Średnio zadowolony;4103;Rozwiedziony/Rozwiedziona;Nie;36-45;4001-6000;0-4
Nie;35;6;Częste podróże;3;3;Średnio zadowolony;4249;Wolny/Wolna;Tak;26-35;4001-6000;5-8
Nie;51;9;Rzadkie podróże;2;3;Średnio zadowolony;14026;Rozwiedziony/Rozwiedziona;Tak;46-55;10000+;9-12
Nie;38;7;Rzadkie podróże;1;3;Średnio zadowolony;6893;Rozwiedziony/Rozwiedziona;Nie;36-45;6001-8000;5-8
Nie;34;8;Rzadkie podróże;1;3;Średnio zadowolony;6125;Wolny/Wolna;Nie;26-35;6001-8000;5-8
Nie;25;2;Rzadkie podróże;4;3;Zadowolony;3669;Żonaty/Zamężna;Nie;19-25;2001-4000;0-4
Tak;58;9;Rzadkie podróże;1;2;Średnio zadowolony;10008;Żonaty/Zamężna;Tak;56-65;10000+;9-12
Nie;40;2;Rzadkie podróże;2;3;Średnio zadowolony;2387;Żonaty/Zamężna;Nie;36-45;2001-4000;0-4
Nie;36;7;Częste podróże;1;4;Niezadowolony;4639;Żonaty/Zamężna;Nie;36-45;4001-6000;5-8
Nie;48;9;Rzadkie podróże;4;3;Zadowolony;7898;Wolny/Wolna;Nie;46-55;6001-8000;9-12
Nie;27;0;Rzadkie podróże;4;4;Średnio zadowolony;2534;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;51;2;Rzadkie podróże;2;2;Zadowolony;13142;Wolny/Wolna;Nie;46-55;10000+;0-4
Nie;18;0;Brak podróży;4;3;Zadowolony;1611;Wolny/Wolna;Nie;0-18;0-2000;0-4
Nie;35;7;Rzadkie podróże;4;2;Zadowolony;5363;Żonaty/Zamężna;Nie;26-35;4001-6000;5-8
Nie;27;2;Częste podróże;4;1;Zadowolony;5071;Wolny/Wolna;Nie;26-35;4001-6000;0-4
Tak;55;7;Rzadkie podróże;3;4;Niezadowolony;13695;Wolny/Wolna;Tak;46-55;10000+;5-8
Nie;56;16;Rzadkie podróże;2;3;Zadowolony;13402;Żonaty/Zamężna;Tak;56-65;10000+;13-16
Nie;34;4;Brak podróży;3;2;Niezadowolony;2029;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Nie;40;11;Rzadkie podróże;3;4;Średnio zadowolony;6377;Rozwiedziony/Rozwiedziona;Nie;36-45;6001-8000;9-12
Nie;34;7;Rzadkie podróże;3;3;Średnio zadowolony;5429;Żonaty/Zamężna;Nie;26-35;4001-6000;5-8
Tak;31;0;Częste podróże;4;2;Średnio zadowolony;2785;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Tak;35;2;Częste podróże;3;3;Zadowolony;4614;Żonaty/Zamężna;Tak;26-35;4001-6000;0-4
Nie;38;2;Częste podróże;3;4;Zadowolony;2610;Rozwiedziony/Rozwiedziona;Nie;36-45;2001-4000;0-4
Nie;34;11;Rzadkie podróże;4;3;Średnio zadowolony;6687;Wolny/Wolna;Nie;26-35;6001-8000;9-12
Nie;28;3;Rzadkie podróże;1;2;Średnio zadowolony;4724;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Tak;31;2;Rzadkie podróże;3;3;Zadowolony;6179;Żonaty/Zamężna;Tak;26-35;6001-8000;0-4
Nie;39;4;Rzadkie podróże;4;2;Niezadowolony;6120;Żonaty/Zamężna;Tak;36-45;6001-8000;0-4
Nie;51;2;Częste podróże;2;3;Średnio zadowolony;10596;Żonaty/Zamężna;Nie;46-55;10000+;0-4
Nie;41;2;Częste podróże;4;3;Zadowolony;5467;Rozwiedziony/Rozwiedziona;Tak;36-45;4001-6000;0-4
Nie;37;4;Rzadkie podróże;3;3;Średnio zadowolony;2996;Żonaty/Zamężna;Tak;36-45;2001-4000;0-4
Nie;33;4;Częste podróże;4;3;Średnio zadowolony;9998;Żonaty/Zamężna;Nie;26-35;8001-10000;0-4
Nie;32;2;Rzadkie podróże;2;3;Średnio zadowolony;4078;Żonaty/Zamężna;Tak;26-35;4001-6000;0-4
Nie;39;4;Brak podróży;3;3;Średnio zadowolony;10920;Żonaty/Zamężna;Nie;36-45;10000+;0-4
Nie;25;2;Rzadkie podróże;3;4;Niezadowolony;6232;Żonaty/Zamężna;Nie;19-25;6001-8000;0-4
Nie;52;3;Częste podróże;3;4;Zadowolony;13247;Żonaty/Zamężna;Tak;46-55;10000+;0-4
Nie;43;7;Rzadkie podróże;3;2;Niezadowolony;4081;Wolny/Wolna;Tak;36-45;4001-6000;5-8
Nie;27;2;Rzadkie podróże;4;2;Zadowolony;5769;Żonaty/Zamężna;Tak;26-35;4001-6000;0-4
Tak;27;2;Rzadkie podróże;3;3;Zadowolony;2394;Wolny/Wolna;Tak;26-35;2001-4000;0-4
Nie;26;3;Rzadkie podróże;4;2;Niezadowolony;3904;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Nie;42;7;Rzadkie podróże;1;3;Średnio zadowolony;16799;Żonaty/Zamężna;Nie;36-45;10000+;5-8
Nie;52;4;Rzadkie podróże;1;3;Średnio zadowolony;2950;Żonaty/Zamężna;Nie;46-55;2001-4000;0-4
Nie;37;2;Rzadkie podróże;3;3;Niezadowolony;3629;Wolny/Wolna;Nie;36-45;2001-4000;0-4
Nie;35;2;Częste podróże;4;3;Średnio zadowolony;9362;Wolny/Wolna;Nie;26-35;8001-10000;0-4
Nie;25;2;Rzadkie podróże;4;3;Niezadowolony;3229;Żonaty/Zamężna;Nie;19-25;2001-4000;0-4
Nie;26;7;Rzadkie podróże;1;4;Średnio zadowolony;3578;Wolny/Wolna;Nie;26-35;2001-4000;5-8
Nie;29;9;Rzadkie podróże;1;2;Średnio zadowolony;7988;Wolny/Wolna;Nie;26-35;6001-8000;9-12
Tak;49;3;Częste podróże;1;2;Niezadowolony;4284;Wolny/Wolna;Nie;46-55;4001-6000;0-4
Tak;29;7;Częste podróże;4;3;Średnio zadowolony;7553;Wolny/Wolna;Tak;26-35;6001-8000;5-8
Nie;54;7;Rzadkie podróże;4;3;Zadowolony;17328;Wolny/Wolna;Nie;46-55;10000+;5-8
Nie;58;8;Rzadkie podróże;1;3;Zadowolony;19701;Żonaty/Zamężna;Tak;56-65;10000+;5-8
Nie;55;7;Rzadkie podróże;4;4;Średnio zadowolony;14732;Rozwiedziony/Rozwiedziona;Nie;46-55;10000+;5-8
Nie;36;4;Rzadkie podróże;2;3;Niezadowolony;9278;Wolny/Wolna;Tak;36-45;8001-10000;0-4
Tak;31;0;Częste podróże;3;1;Średnio zadowolony;1359;Wolny/Wolna;Nie;26-35;0-2000;0-4
Nie;30;2;Rzadkie podróże;1;3;Zadowolony;4779;Rozwiedziony/Rozwiedziona;Nie;26-35;4001-6000;0-4
Nie;31;2;Rzadkie podróże;2;3;Niezadowolony;16422;Wolny/Wolna;Nie;26-35;10000+;0-4
Nie;34;3;Częste podróże;1;3;Zadowolony;2996;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Tak;31;0;Rzadkie podróże;2;2;Niezadowolony;1261;Wolny/Wolna;Nie;26-35;0-2000;0-4
Nie;27;0;Rzadkie podróże;1;3;Średnio zadowolony;2099;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;36;4;Rzadkie podróże;4;2;Niezadowolony;5810;Wolny/Wolna;Nie;36-45;4001-6000;0-4
Nie;36;2;Rzadkie podróże;1;2;Średnio zadowolony;5647;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;47;5;Rzadkie podróże;4;3;Niezadowolony;3420;Żonaty/Zamężna;Nie;46-55;2001-4000;5-8
Tak;25;2;Rzadkie podróże;1;2;Niezadowolony;4400;Żonaty/Zamężna;Nie;19-25;4001-6000;0-4
Nie;37;5;Brak podróży;3;4;Średnio zadowolony;3500;Wolny/Wolna;Nie;36-45;2001-4000;5-8
Nie;56;2;Rzadkie podróże;1;3;Niezadowolony;2066;Żonaty/Zamężna;Nie;56-65;2001-4000;0-4
Nie;47;17;Rzadkie podróże;3;3;Niezadowolony;17169;Żonaty/Zamężna;Nie;46-55;10000+;17+
Nie;24;4;Rzadkie podróże;3;3;Zadowolony;4162;Żonaty/Zamężna;Tak;19-25;4001-6000;0-4
Nie;32;3;Rzadkie podróże;4;3;Zadowolony;9204;Żonaty/Zamężna;Nie;26-35;8001-10000;0-4
Nie;34;4;Rzadkie podróże;2;2;Zadowolony;3294;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;41;2;Rzadkie podróże;3;4;Średnio zadowolony;2127;Żonaty/Zamężna;Tak;36-45;2001-4000;0-4
Nie;40;7;Brak podróży;3;3;Średnio zadowolony;3975;Rozwiedziony/Rozwiedziona;Nie;36-45;2001-4000;5-8
Nie;31;7;Rzadkie podróże;4;3;Niezadowolony;10793;Rozwiedziony/Rozwiedziona;Nie;26-35;10000+;5-8
Tak;46;7;Rzadkie podróże;4;3;Niezadowolony;10096;Rozwiedziony/Rozwiedziona;Nie;46-55;10000+;5-8
Tak;39;0;Brak podróży;1;2;Niezadowolony;3646;Wolny/Wolna;Tak;36-45;2001-4000;0-4
Tak;31;8;Częste podróże;2;4;Średnio zadowolony;7446;Wolny/Wolna;Nie;26-35;6001-8000;5-8
Nie;45;7;Rzadkie podróże;1;1;Średnio zadowolony;10851;Rozwiedziony/Rozwiedziona;Tak;36-45;10000+;5-8
Nie;31;2;Rzadkie podróże;2;4;Zadowolony;2109;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Tak;31;2;Częste podróże;4;3;Średnio zadowolony;3722;Żonaty/Zamężna;Tak;26-35;2001-4000;0-4
Nie;45;1;Rzadkie podróże;4;3;Średnio zadowolony;9380;Żonaty/Zamężna;Tak;36-45;8001-10000;0-4
Nie;48;2;Rzadkie podróże;1;3;Średnio zadowolony;5486;Rozwiedziony/Rozwiedziona;Nie;46-55;4001-6000;0-4
Tak;34;2;Rzadkie podróże;3;3;Niezadowolony;2742;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;40;8;Brak podróży;2;2;Zadowolony;13757;Rozwiedziony/Rozwiedziona;Nie;36-45;10000+;5-8
Nie;28;4;Rzadkie podróże;1;3;Zadowolony;8463;Wolny/Wolna;Nie;26-35;8001-10000;0-4
Nie;44;2;Brak podróży;3;2;Średnio zadowolony;3162;Wolny/Wolna;Nie;36-45;2001-4000;0-4
Nie;53;8;Rzadkie podróże;2;4;Zadowolony;16598;Wolny/Wolna;Nie;46-55;10000+;5-8
Nie;49;2;Rzadkie podróże;3;3;Niezadowolony;6651;Żonaty/Zamężna;Nie;46-55;6001-8000;0-4
Nie;40;1;Rzadkie podróże;3;3;Średnio zadowolony;2345;Rozwiedziony/Rozwiedziona;Nie;36-45;2001-4000;0-4
Nie;44;2;Rzadkie podróże;2;3;Zadowolony;3420;Wolny/Wolna;Nie;36-45;2001-4000;0-4
Nie;33;3;Częste podróże;1;3;Zadowolony;4373;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Nie;34;9;Rzadkie podróże;1;1;Zadowolony;4759;Wolny/Wolna;Nie;26-35;4001-6000;9-12
Nie;30;1;Rzadkie podróże;3;3;Zadowolony;5301;Żonaty/Zamężna;Nie;26-35;4001-6000;0-4
Nie;42;9;Częste podróże;4;3;Niezadowolony;3673;Wolny/Wolna;Nie;36-45;2001-4000;9-12
Nie;44;0;Częste podróże;3;3;Niezadowolony;4768;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;30;0;Brak podróży;3;3;Średnio zadowolony;1274;Rozwiedziony/Rozwiedziona;Nie;26-35;0-2000;0-4
Nie;57;9;Rzadkie podróże;3;4;Średnio zadowolony;4900;Żonaty/Zamężna;Nie;56-65;4001-6000;9-12
Nie;49;7;Rzadkie podróże;2;3;Średnio zadowolony;10466;Rozwiedziony/Rozwiedziona;Nie;46-55;10000+;5-8
Nie;34;8;Częste podróże;1;3;Średnio zadowolony;17007;Rozwiedziony/Rozwiedziona;Nie;26-35;10000+;5-8
Tak;28;2;Częste podróże;3;3;Niezadowolony;2909;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Tak;29;3;Częste podróże;2;3;Niezadowolony;5765;Wolny/Wolna;Nie;26-35;4001-6000;0-4
Tak;34;9;Rzadkie podróże;2;2;Niezadowolony;4599;Wolny/Wolna;Tak;26-35;4001-6000;9-12
Nie;35;0;Rzadkie podróże;3;3;Zadowolony;2404;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Tak;24;0;Częste podróże;1;3;Średnio zadowolony;3172;Wolny/Wolna;Tak;19-25;2001-4000;0-4
Nie;24;0;Brak podróży;2;3;Zadowolony;2033;Żonaty/Zamężna;Nie;19-25;2001-4000;0-4
Nie;44;2;Częste podróże;3;3;Średnio zadowolony;10209;Wolny/Wolna;Tak;36-45;10000+;0-4
Nie;29;7;Rzadkie podróże;3;2;Średnio zadowolony;8620;Rozwiedziony/Rozwiedziona;Nie;26-35;8001-10000;5-8
Nie;30;3;Rzadkie podróże;3;3;Średnio zadowolony;2064;Rozwiedziony/Rozwiedziona;Nie;26-35;2001-4000;0-4
Nie;55;2;Rzadkie podróże;3;3;Zadowolony;4035;Żonaty/Zamężna;Tak;46-55;4001-6000;0-4
Nie;33;4;Rzadkie podróże;2;2;Niezadowolony;3838;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;47;4;Rzadkie podróże;3;3;Średnio zadowolony;4591;Żonaty/Zamężna;Tak;46-55;4001-6000;0-4
Tak;28;0;Częste podróże;1;2;Średnio zadowolony;2561;Wolny/Wolna;Nie;26-35;2001-4000;0-4
Nie;28;0;Rzadkie podróże;3;2;Niezadowolony;1563;Rozwiedziony/Rozwiedziona;Nie;26-35;0-2000;0-4
Nie;28;2;Częste podróże;1;3;Średnio zadowolony;4898;Wolny/Wolna;Nie;26-35;4001-6000;0-4
Nie;49;2;Rzadkie podróże;1;2;Średnio zadowolony;4789;Żonaty/Zamężna;Nie;46-55;4001-6000;0-4
Nie;29;2;Częste podróże;2;3;Zadowolony;3180;Żonaty/Zamężna;Nie;26-35;2001-4000;0-4
Nie;28;6;Rzadkie podróże;2;1;Średnio zadowolony;6549;Żonaty/Zamężna;Nie;26-35;6001-8000;5-8
Nie;33;0;Rzadkie podróże;3;3;Zadowolony;6388;Wolny/Wolna;Tak;26-35;6001-8000;0-4
Nie;32;2;Rzadkie podróże;4;3;Średnio zadowolony;11244;Wolny/Wolna;Nie;26-35;10000+;0-4
Nie;54;9;Częste podróże;4;3;Średnio zadowolony;16032;Rozwiedziony/Rozwiedziona;Nie;46-55;10000+;9-12
Tak;29;7;Rzadkie podróże;1;2;Niezadowolony;2362;Wolny/Wolna;Nie;26-35;2001-4000;5-8
Nie;44;6;Rzadkie podróże;1;3;Zadowolony;16328;Żonaty/Zamężna;Nie;36-45;10000+;5-8
Nie;39;0;Rzadkie podróże;2;3;Średnio zadowolony;8376;Wolny/Wolna;Nie;36-45;8001-10000;0-4
Nie;46;12;Rzadkie podróże;2;3;Średnio zadowolony;16606;Żonaty/Zamężna;Nie;46-55;10000+;9-12
Nie;35;8;Rzadkie podróże;2;2;Zadowolony;8606;Wolny/Wolna;Nie;26-35;8001-10000;5-8
Nie;23;3;Rzadkie podróże;3;3;Niezadowolony;2272;Wolny/Wolna;Nie;19-25;2001-4000;0-4
Tak;40;4;Rzadkie podróże;1;3;Zadowolony;2018;Wolny/Wolna;Nie;36-45;2001-4000;0-4
Nie;34;9;Rzadkie podróże;3;2;Zadowolony;7083;Żonaty/Zamężna;Tak;26-35;6001-8000;9-12
Tak;31;2;Częste podróże;3;3;Zadowolony;4084;Wolny/Wolna;Nie;26-35;4001-6000;0-4
Nie;50;6;Częste podróże;4;1;Średnio zadowolony;14411;Wolny/Wolna;Tak;46-55;10000+;5-8
Nie;34;10;Rzadkie podróże;3;3;Średnio zadowolony;2308;Żonaty/Zamężna;Tak;26-35;2001-4000;9-12
Nie;42;0;Rzadkie podróże;2;2;Średnio zadowolony;4841;Żonaty/Zamężna;Nie;36-45;4001-6000;0-4
Nie;37;8;Rzadkie podróże;4;3;Niezadowolony;4285;Żonaty/Zamężna;Nie;36-45;4001-6000;5-8
Nie;29;7;Rzadkie podróże;1;1;Średnio zadowolony;9715;Żonaty/Zamężna;Nie;26-35;8001-10000;5-8
Nie;33;3;Rzadkie podróże;2;2;Zadowolony;4320;Wolny/Wolna;Nie;26-35;4001-6000;0-4
Nie;45;4;Rzadkie podróże;4;3;Zadowolony;2132;Żonaty/Zamężna;Nie;36-45;2001-4000;0-4
Nie;42;8;Częste podróże;4;3;Zadowolony;10124;Żonaty/Zamężna;Tak;36-45;10000+;5-8
